Time,ID,Positionx,Positionz,Positiony,Yaw,Up,Right,Down,Left
0.0,53,-0.41,0.0,-1.06,63.17497,1,1,0,0
0.5199999999995271,53,-0.41,0.0,-0.95,44.24104,1,0,0,0
1.0209999999997308,53,-0.41,0.0,-0.95,40.68031,1,0,0,0
1.532999999999447,53,-0.41,0.0,-0.95,38.93635,1,0,0,0
2.0339999999996508,53,-0.41,0.0,-0.95,39.41413,1,0,0,0
2.5460000000002765,53,-0.41,0.0,-1.05,55.99218,1,1,0,0
3.0460000000002765,53,-0.39,0.0,-1.01,61.11612,1,1,0,0
3.5590000000001965,53,0.04,0.0,-1.04,73.74009,0,0,1,1
4.070999999999913,53,0.29,0.02,-0.93,61.94096,0,0,1,1
4.570999999999913,53,0.44,0.0,-0.72,39.26224,0,0,0,1
5.082999999999629,53,0.68,0.0,-0.43,35.12011,0,1,1,0
5.582999999999629,53,0.89,0.0,-0.09,36.3529,0,0,1,0
6.083999999999833,53,1.19,0.0,0.28,39.98401,0,0,0,0
6.583999999999833,53,1.29,0.0,0.41,40.20772,0,0,0,0
7.095999999999549,53,1.32,0.0,0.43,29.54719,0,0,0,0
7.608999999999469,53,-0.86,0.0,-9.74,30.44529,1,0,0,0
8.121000000000095,53,-0.84,0.0,-9.73,26.0005,1,0,0,0
8.621000000000095,53,-0.83,0.0,-9.6,7.161221,0,0,0,0
9.134000000000015,53,-0.76,0.0,-9.43,10.07418,0,0,0,0
9.64599999999973,53,-0.56,0.0,-8.85,9.242808,0,0,0,0
10.14599999999973,53,-0.25,0.0,-8.14,358.7672,1,0,0,0
10.64599999999973,53,0.0,0.0,-7.85,16.23919,0,1,0,0
11.15899999999965,53,0.19,0.0,-7.96,0.4059622,0,1,0,0
11.65899999999965,53,0.28,0.0,-7.42,3.644057,1,0,1,0
12.171000000000276,53,0.42,0.0,-6.54,3.472798,1,0,0,0
12.671000000000276,53,0.48,0.0,-5.8,3.737532,0,1,1,0
13.171000000000276,53,0.55,0.0,-5.37,2.123578,1,0,1,0
13.682999999999993,53,0.71,0.0,-4.89,358.8023,1,0,1,0
14.197000000000116,53,0.77,0.0,-4.12,357.5319,0,0,0,1
14.708999999999833,53,0.75,0.0,-3.4,357.2253,0,0,0,1
15.221999999999753,53,0.71,0.0,-2.74,356.5607,0,0,0,0
15.733999999999469,53,0.56,0.0,-2.21,359.4644,1,0,0,0
16.23700000000008,53,0.57,0.0,-1.8,0.9843137,0,0,0,1
16.74499999999989,53,0.53,0.0,-1.22,0.3243056,0,0,0,1
17.25799999999981,53,0.54,0.0,-0.76,1.979416,1,0,1,1
17.759000000000015,53,0.54,0.0,-0.33,1.869257,0,0,1,1
18.27099999999973,53,0.54,0.0,0.15,2.345857,0,0,1,0
18.77099999999973,53,0.59,0.0,0.56,2.070224,0,0,1,0
19.27099999999973,53,0.75,0.0,0.87,2.432222,0,0,1,0
19.77099999999973,53,0.95,0.03,1.63,2.969147,0,0,0,0
20.284999999999854,53,2.2,0.0,-9.75,3.758196,0,0,0,1
20.796000000000276,53,2.18,0.0,-9.63,2.573804,0,0,0,0
21.307999999999993,53,2.3,0.0,-9.41,354.8732,0,0,0,0
21.809000000000196,53,2.34,0.0,-9.15,350.8274,0,0,0,0
22.30999999999949,53,2.35,0.0,-9.21,347.834,0,0,0,0
22.822000000000116,53,2.06,0.0,-8.55,346.7614,0,0,0,0
23.333999999999833,53,2.01,0.0,-7.62,350.3333,0,0,0,0
23.846999999999753,53,2.24,0.0,-7.77,346.2674,0,0,0,0
24.35899999999947,53,2.22,0.0,-6.86,331.951,0,0,0,0
24.871000000000095,53,2.03,0.0,-6.4,339.9087,0,0,0,0
25.371000000000095,53,1.9,0.0,-5.9,340.0285,0,0,0,0
25.884000000000015,53,1.82,0.0,-5.4,341.9701,0,0,0,0
26.384000000000015,53,1.63,0.0,-4.52,341.3786,0,0,0,0
26.884000000000015,53,1.43,0.0,-3.93,341.1536,0,0,0,0
27.396999999999935,53,1.42,0.0,-3.68,339.6873,0,0,0,0
27.896999999999935,53,1.2,0.0,-2.83,341.2881,0,0,0,0
28.40899999999965,53,1.27,0.0,-2.28,328.8997,0,0,0,0
28.92199999999957,53,1.07,0.0,-1.91,331.8001,0,0,0,0
29.432999999999993,53,0.96,0.0,-1.59,334.1607,0,0,0,1
29.932999999999993,53,0.69,0.0,-0.96,335.1456,1,0,0,1
30.445999999999913,53,0.52,0.0,-0.46,338.1927,0,0,0,1
30.945999999999913,53,0.56,0.0,-0.49,338.7712,0,0,0,1
31.445999999999913,53,0.47,0.0,-0.1,338.416,0,0,0,1
31.947000000000116,53,0.46,0.0,0.45,339.3527,0,0,0,0
32.45899999999983,53,0.34,0.0,0.88,339.4282,0,0,0,0
32.95899999999983,53,0.33,0.0,1.06,337.8488,0,0,0,0
33.460000000000036,53,-0.93,0.0,-9.96,336.3651,0,0,0,0
33.97199999999975,53,-1.04,0.0,-9.52,341.3476,0,0,0,0
34.48499999999967,53,-0.97,0.0,-9.6,18.31129,0,0,0,0
34.9970000000003,53,-0.97,0.0,-9.39,12.36667,0,0,0,0
35.51000000000022,53,-0.89,0.0,-9.14,12.63664,0,0,0,0
36.021999999999935,53,-1.09,0.0,-9.17,25.28082,0,0,0,0
36.53399999999965,53,-1.01,0.0,-9.09,19.20967,0,1,0,0
37.04699999999957,53,-0.92,0.0,-8.63,10.89244,0,1,0,0
37.5590000000002,53,-0.63,0.0,-7.78,9.496438,0,0,0,0
38.0590000000002,53,-0.53,0.0,-7.67,7.083797,0,0,0,0
38.572000000000116,53,-0.07,0.0,-6.77,7.806452,0,0,0,0
39.08399999999983,53,-0.07,0.0,-6.77,3.922452,0,1,0,0
39.58399999999983,53,0.3,0.0,-5.55,5.08925,0,0,0,0
40.085000000000036,53,0.29,0.0,-5.43,350.2877,0,0,1,0
40.59199999999964,53,0.43,0.0,-4.43,356.8789,0,0,0,0
41.095000000000255,53,0.45,0.0,-4.48,354.6,0,0,0,0
41.59599999999955,53,0.56,0.0,-3.43,355.7238,0,0,0,0
42.09599999999955,53,0.53,0.0,-3.36,354.8767,0,0,0,0
42.60699999999997,53,0.59,0.0,-2.35,355.137,1,0,0,0
43.10899999999947,53,0.58,0.0,-1.96,354.5576,1,0,0,0
43.60899999999947,53,0.73,0.0,-1.48,353.8232,0,0,1,1
44.11999999999989,53,0.75,0.0,-0.78,352.3879,0,0,0,1
44.621000000000095,53,0.69,0.0,-0.67,338.0103,0,0,0,1
45.121000000000095,53,0.65,0.0,-0.13,339.7561,0,0,0,0
45.621000000000095,53,0.62,0.0,0.3,341.3674,0,0,0,0
46.134000000000015,53,0.65,0.0,0.63,340.7404,0,0,0,0
46.64599999999973,53,0.6,0.0,1.55,341.9142,0,0,0,0
47.146999999999935,53,0.57,0.02,1.64,340.6539,0,0,0,0
47.65899999999965,53,2.29,0.0,-9.13,341.1417,0,0,0,0
48.15899999999965,53,2.22,0.0,-8.58,341.7563,0,0,0,0
48.65899999999965,53,2.22,0.0,-8.55,338.2207,0,0,0,0
49.17199999999957,53,2.16,0.0,-7.36,344.9709,0,0,0,0
49.68499999999949,53,2.16,0.0,-7.36,337.714,0,0,0,0
50.197000000000116,53,2.1,0.0,-6.23,345.1397,0,0,0,0
50.697000000000116,53,2.01,0.0,-6.14,324.5732,0,0,0,0
51.20899999999983,53,1.92,0.0,-5.52,335.1074,0,0,0,0
51.70899999999983,53,1.93,0.0,-5.52,335.3809,0,0,0,0
52.22199999999975,53,1.75,0.0,-4.47,340.1681,0,0,0,0
52.72199999999975,53,1.65,0.0,-4.36,333.1104,0,0,0,0
53.23399999999947,53,1.52,0.0,-3.37,337.8329,0,0,0,0
53.73499999999967,53,1.33,0.0,-2.88,333.9707,0,0,0,0
54.2470000000003,53,1.28,0.0,-2.36,332.857,0,0,0,0
54.759000000000015,53,0.98,0.0,-1.65,330.1226,1,0,0,0
55.259000000000015,53,0.88,0.0,-1.58,316.2561,1,0,0,0
55.77099999999973,53,0.6,0.0,-1.2,322.5758,1,0,1,1
56.28399999999965,53,0.57,0.0,-1.12,329.1151,1,1,0,1
56.78399999999965,53,0.5,0.0,-0.56,333.1679,0,0,1,1
57.28399999999965,53,0.27,0.0,-0.12,331.6729,0,0,1,0
57.79600000000028,53,0.24,0.0,-0.01,331.7335,0,0,0,0
58.29699999999957,53,0.1,0.0,0.67,328.6118,0,0,0,0
58.8090000000002,53,-0.17,0.0,1.29,326.3724,0,0,0,0
59.322000000000116,53,-0.38,0.0,1.58,325.0721,0,0,0,0
59.83399999999983,53,-3.32,0.0,-9.44,323.0946,0,0,0,0
60.335000000000036,53,-3.59,0.0,-9.07,317.3821,0,0,0,0
60.84699999999975,53,-3.59,0.0,-9.07,14.49005,0,0,0,0
61.347999999999956,53,-3.61,0.0,-9.07,28.53031,0,0,0,0
61.85999999999967,53,-3.62,0.0,-9.1,25.46661,0,0,0,0
62.3720000000003,53,-3.42,0.0,-9.19,46.29772,0,0,0,0
62.88500000000022,53,-3.3,0.0,-9.37,28.38129,0,0,0,0
63.396999999999935,53,-3.3,0.0,-9.38,16.59435,0,0,0,1
63.909999999999854,53,-3.16,0.0,-9.03,16.52481,0,0,0,1
64.42199999999957,53,-2.69,0.0,-8.2,18.22306,0,0,0,0
64.9340000000002,53,-2.49,0.0,-7.74,18.21112,0,0,0,0
65.44700000000012,53,-2.23,0.0,-7.32,18.17397,0,0,0,0
65.95899999999983,53,-1.76,0.0,-6.43,17.53059,0,0,0,0
66.45899999999983,53,-1.44,0.0,-5.56,17.46667,0,0,0,0
66.97199999999975,53,-1.41,0.0,-5.51,16.6006,0,0,0,0
67.47199999999975,53,-1.02,0.0,-4.89,16.13853,0,0,0,0
67.97199999999975,53,-0.63,0.0,-4.05,15.54901,1,0,0,0
68.47199999999975,53,-0.62,0.0,-3.79,13.83592,1,0,1,0
68.98399999999947,53,-0.33,0.0,-3.22,14.33011,1,0,0,0
69.48499999999967,53,0.04,0.0,-2.67,15.50032,1,0,0,1
69.9960000000001,53,0.35,0.0,-2.09,14.67717,0,0,1,0
70.4970000000003,53,0.36,0.0,-1.91,358.5741,1,0,1,0
71.00900000000001,53,0.47,0.0,-1.51,358.9637,0,1,0,0
71.50900000000001,53,0.48,0.0,-1.47,0.3063864,1,0,1,0
72.02199999999993,53,0.75,0.0,-0.93,359.3814,1,0,0,0
72.53399999999965,53,0.72,0.0,-0.69,345.6342,1,0,0,0
73.04699999999957,53,0.72,0.0,-0.6,344.8445,0,1,1,1
73.54699999999957,53,0.69,0.0,-0.19,345.6333,0,0,1,1
74.0590000000002,53,0.78,0.0,0.42,348.5388,0,0,0,0
74.57200000000012,53,0.82,0.0,0.85,347.8194,0,0,0,0
75.07200000000012,53,0.87,0.0,1.03,347.6283,0,0,0,0
75.57299999999941,53,2.78,0.0,-9.61,348.2112,0,0,0,0
76.08500000000004,53,2.78,0.0,-9.61,345.3544,0,0,0,0
76.59799999999996,53,2.69,0.0,-9.52,326.5496,0,0,0,0
77.10999999999967,53,2.68,0.0,-9.44,335.7821,0,0,0,0
77.6220000000003,53,2.51,0.0,-8.57,338.6463,0,0,0,0
78.13500000000022,53,2.36,0.0,-7.68,338.7015,1,0,0,0
78.64699999999993,53,2.21,0.0,-7.25,337.4218,0,1,0,0
79.14699999999993,53,2.19,0.0,-6.69,337.8127,0,0,1,0
79.65899999999965,53,2.11,0.0,-5.89,339.0481,0,0,1,0
80.15999999999985,53,1.98,0.0,-5.46,337.5796,0,0,0,0
80.67199999999957,53,2.02,0.0,-4.92,337.2863,0,0,0,0
81.17199999999957,53,1.77,0.0,-3.99,337.0482,0,0,0,0
81.68499999999949,53,1.66,0.0,-3.93,323.1085,0,0,0,0
82.19799999999941,53,1.34,0.0,-3.43,328.2285,0,0,0,0
82.71000000000004,53,1.23,0.0,-3.07,332.5826,0,0,0,0
83.22199999999975,53,1.16,0.0,-2.6,332.9952,1,1,0,0
83.73499999999967,53,0.95,0.0,-1.85,332.0417,0,0,0,1
84.2470000000003,53,0.75,0.0,-1.56,329.6774,0,0,1,0
84.75900000000001,53,0.7,0.0,-1.25,329.9535,0,0,1,1
85.27199999999993,53,0.4,0.0,-0.58,329.015,0,1,0,1
85.78399999999965,53,0.31,0.0,-0.1,330.0794,0,0,0,1
86.28499999999985,53,0.19,0.0,0.13,328.3664,0,0,0,1
86.78499999999985,53,0.19,0.0,0.55,328.176,0,0,0,0
87.28499999999985,53,0.0,0.0,1.31,325.7937,0,0,0,0
87.79799999999977,53,-0.2,0.0,1.58,326.0853,0,0,0,0
88.30999999999949,53,-1.74,0.0,-9.85,325.441,0,1,0,0
88.82200000000012,53,-1.74,0.0,-9.85,313.2711,0,0,1,0
89.33600000000024,53,-1.74,0.0,-9.85,306.8774,0,0,0,0
89.84799999999996,53,-1.74,0.0,-9.85,302.9265,0,0,0,0
90.35999999999967,53,-1.74,0.0,-9.85,303.4915,0,0,0,0
90.85999999999967,53,-1.74,0.0,-9.85,306.8284,0,0,0,0
91.3720000000003,53,-1.74,0.0,-9.85,345.3996,0,0,0,0
91.8720000000003,53,-1.75,0.0,-9.84,19.01253,0,0,0,0
92.37299999999959,53,-1.91,0.0,-9.4,15.56856,0,0,0,0
92.88599999999951,53,-1.81,0.0,-9.43,20.76397,0,0,0,0
93.39800000000014,53,-1.71,0.0,-9.45,15.82337,0,0,0,0
93.90999999999985,53,-1.73,0.0,-9.24,6.099049,0,0,0,0
94.42299999999977,53,-1.35,0.0,-8.25,8.939074,0,0,0,0
94.93499999999949,53,-1.28,0.0,-7.61,8.343525,0,0,0,0
95.44799999999941,53,-1.04,0.0,-7.13,6.974642,0,0,0,0
95.96000000000004,53,-0.87,0.0,-6.06,6.737104,0,0,0,0
96.46000000000004,53,-0.88,0.0,-5.97,8.090808,0,0,0,0
96.97299999999996,53,-0.54,0.0,-5.17,9.44909,0,0,0,0
97.48499999999967,53,-0.26,0.0,-4.35,9.432975,0,0,0,0
97.98499999999967,53,-0.16,0.0,-4.23,8.632997,0,0,0,0
98.4970000000003,53,0.09,0.0,-3.27,5.827218,1,0,0,0
98.9970000000003,53,0.2,0.0,-2.72,5.007326,1,0,0,0
99.51000000000022,53,0.35,0.0,-2.32,2.559939,1,1,0,0
100.02199999999993,53,0.43,0.0,-1.54,359.6208,0,0,1,0
100.53499999999985,53,0.42,0.0,-0.94,359.3073,1,1,1,1
101.04799999999977,53,0.64,0.0,-0.82,358.3658,1,0,1,0
101.5590000000002,53,0.74,0.0,-0.64,354.4659,0,0,1,1
102.0590000000002,53,0.69,0.0,-0.08,355.5942,0,0,0,0
102.55999999999949,53,0.74,0.0,-0.02,355.7213,0,0,0,0
103.05999999999949,53,0.89,0.0,0.55,355.2747,0,0,0,0
103.57299999999941,53,1.11,0.0,1.29,355.7617,0,0,0,0
104.08600000000024,53,9.7,0.0,23.18,352.8123,0,0,0,0
104.59799999999996,53,-0.88,0.0,-9.53,356.5702,0,0,0,1
105.10999999999967,53,-0.78,0.0,-8.81,359.3754,0,0,0,1
105.6220000000003,53,-0.76,0.0,-8.77,358.2307,0,0,0,1
106.13500000000022,53,-0.41,0.0,-7.67,357.3871,0,0,0,0
106.63599999999951,53,-0.29,0.0,-7.08,358.5412,0,0,0,0
107.14699999999993,53,0.44,0.0,-0.15,358.091,0,0,1,0
107.64800000000014,53,0.69,0.0,0.81,356.8406,0,0,0,0
108.15499999999975,53,0.66,0.0,1.0,356.1374,0,0,0,0
108.65999999999985,53,0.85,0.0,1.56,355.6977,0,0,0,0
109.17399999999998,53,0.95,0.0,1.88,353.684,0,0,0,0
109.6859999999997,53,0.95,0.0,1.88,323.0312,0,0,0,0
110.19799999999941,53,-3.05,0.0,-9.52,322.7641,0,0,0,0
110.71000000000004,53,-3.05,0.0,-9.52,22.22873,0,0,0,0
111.22299999999996,53,-3.05,0.0,-9.11,27.23313,0,0,0,0
111.73499999999967,53,-3.02,0.0,-9.27,35.12731,0,0,1,0
112.24799999999959,53,-2.74,0.0,-8.79,26.94464,0,0,0,0
112.76000000000022,53,-2.71,0.0,-8.61,21.19847,0,0,0,1
113.26000000000022,53,-2.27,0.0,-8.05,19.37202,0,0,1,0
113.76000000000022,53,-1.82,0.0,-7.21,18.45244,0,0,0,1
114.26099999999951,53,-1.79,0.0,-7.11,16.05485,1,0,0,0
114.77300000000014,53,-1.39,0.0,-6.51,16.24771,0,1,0,1
115.28499999999985,53,-1.14,0.0,-5.68,14.98322,0,1,0,0
115.79799999999977,53,-1.07,0.0,-5.54,14.29813,0,1,0,0
116.3109999999997,53,-0.72,0.0,-5.11,11.2943,0,0,1,0
116.82299999999941,53,-0.43,0.0,-4.38,11.12863,0,0,0,0
117.33500000000004,53,-0.45,0.0,-4.19,6.063657,0,0,0,0
117.84799999999996,53,-0.13,0.0,-3.64,7.298798,0,0,0,0
118.36099999999988,53,0.21,0.0,-2.85,7.421678,1,0,0,0
118.8720000000003,53,0.2,0.0,-2.76,351.5015,1,0,0,0
119.3720000000003,53,0.24,0.0,-2.34,357.0813,1,0,0,1
119.88500000000022,53,0.22,0.0,-2.19,358.7437,0,1,0,1
120.38500000000022,53,0.38,0.0,-1.6,358.6475,0,1,1,1
120.88500000000022,53,0.48,0.0,-0.9,358.1785,0,0,0,1
121.39800000000014,53,0.43,0.0,-0.8,355.1142,0,0,0,1
121.90999999999985,53,0.51,0.0,-0.27,354.2433,0,0,1,1
122.40999999999985,53,0.68,0.0,0.49,357.1716,0,0,1,0
122.92199999999957,53,0.64,0.0,0.64,354.7872,0,0,1,0
123.42299999999977,53,0.78,0.0,1.09,353.3583,0,0,0,0
123.93499999999949,53,0.96,0.0,1.81,355.9658,0,0,0,0
124.44799999999941,53,0.95,0.0,1.86,354.154,0,0,0,0
124.94899999999961,53,2.05,0.0,-9.19,353.2614,0,0,0,0
125.46000000000004,53,2.23,0.0,-8.68,337.4167,0,0,0,0
125.97299999999996,53,2.19,0.0,-8.61,335.77,0,0,0,0
126.48599999999988,53,2.38,0.0,-8.18,336.8626,0,0,0,0
126.99799999999959,53,2.25,0.0,-7.4,336.6763,0,0,0,0
127.49799999999959,53,2.18,0.0,-7.21,319.5509,0,0,0,0
128.01000000000022,53,2.11,0.0,-6.99,328.8325,0,0,0,0
128.52300000000014,53,2.02,0.0,-6.96,328.4165,0,0,0,0
129.03600000000006,53,2.06,0.0,-6.23,332.5202,0,0,0,0
129.54699999999957,53,1.95,0.0,-5.7,333.8473,0,0,0,0
130.04799999999977,53,1.97,0.0,-5.46,331.5097,0,0,0,0
130.54799999999977,53,1.71,0.0,-4.86,332.5303,0,0,0,0
131.04799999999977,53,1.61,0.0,-4.7,335.306,0,0,0,0
131.5599999999995,53,1.69,0.0,-4.23,334.2525,0,0,0,0
132.0599999999995,53,1.57,0.0,-4.19,321.3234,0,0,0,0
132.5729999999994,53,1.45,0.0,-3.78,322.9827,0,0,0,1
133.08500000000004,53,1.15,0.0,-3.34,324.065,0,0,0,0
133.58600000000024,53,1.08,0.0,-3.16,325.3942,0,0,0,0
134.08600000000024,53,0.9,0.0,-2.55,327.595,1,0,0,0
134.59799999999996,53,1.01,0.0,-2.58,339.0435,0,0,1,0
135.09799999999996,53,0.95,0.0,-2.26,334.7221,0,0,1,1
135.60999999999967,53,0.7,0.0,-1.83,329.1659,0,0,0,1
136.1220000000003,53,0.65,0.0,-1.53,330.2438,1,0,0,1
136.6229999999996,53,0.55,0.0,-0.85,331.6508,1,0,0,1
137.13500000000022,53,0.39,0.0,-0.56,330.0027,0,0,0,1
137.63500000000022,53,0.34,0.0,-0.19,331.1966,0,0,0,1
138.1359999999995,53,0.15,0.0,0.51,332.6146,0,0,0,0
138.6359999999995,53,0.18,0.0,0.48,332.1618,0,0,0,0
139.1359999999995,53,0.15,0.0,1.09,332.5226,0,0,0,0
139.6359999999995,53,-0.09,0.02,1.76,334.1089,0,0,0,0
140.14899999999943,53,-3.7,0.0,-9.31,330.3927,0,0,0,0
140.66100000000006,53,-3.87,0.0,-8.85,330.5798,1,0,0,0
141.16100000000006,53,-3.64,0.0,-8.98,11.29473,0,0,0,0
141.67299999999977,53,-3.56,0.0,-9.06,32.00098,0,0,0,0
142.1849999999995,53,-3.65,0.0,-8.82,41.36227,0,0,0,0
142.6859999999997,53,-3.45,0.0,-8.56,34.88304,0,0,0,0
143.1859999999997,53,-2.96,0.0,-7.85,31.40014,0,0,0,0
143.6859999999997,53,-2.65,0.0,-7.35,31.32575,0,0,0,1
144.1979999999994,53,-2.68,0.0,-7.39,29.31944,0,0,0,0
144.69899999999961,53,-2.29,0.0,-6.76,28.68583,0,0,0,1
145.21100000000024,53,-1.9,0.0,-6.01,28.73436,0,0,0,1
145.71100000000024,53,-1.86,0.0,-5.94,26.24572,0,0,0,0
146.22299999999996,53,-1.57,0.0,-5.27,25.13298,0,0,0,1
146.73499999999967,53,-1.18,0.0,-4.7,24.89821,0,0,0,0
147.23599999999988,53,-1.01,0.0,-4.37,23.33486,0,0,0,0
147.7479999999996,53,-0.66,0.0,-3.86,23.55731,0,0,0,0
148.2609999999995,53,-0.22,0.0,-3.23,20.62622,0,0,0,1
148.77399999999943,53,-0.28,0.0,-3.12,6.433145,1,0,0,0
149.28600000000006,53,-0.07,0.0,-2.75,9.152081,1,0,0,0
149.79799999999977,53,0.21,0.0,-2.05,9.241818,1,0,1,0
150.29799999999977,53,0.19,0.0,-1.99,8.786339,1,0,1,0
150.8099999999995,53,0.29,0.0,-1.62,8.307096,0,1,0,0
151.3229999999994,53,0.33,0.0,-0.96,8.370349,1,0,1,0
151.8229999999994,53,0.35,0.0,-0.65,8.97055,1,0,1,0
152.33500000000004,53,0.49,0.0,-0.31,9.766907,0,0,0,1
152.83500000000004,53,0.53,0.0,-0.25,9.196803,0,0,0,1
153.33600000000024,53,0.55,0.0,-0.29,8.472403,0,0,0,1
153.84799999999996,53,0.63,0.0,-0.27,6.516708,0,0,1,0
154.34799999999996,53,0.77,0.0,-0.16,4.895312,0,0,0,0
154.84900000000016,53,2.19,0.0,-9.75,7.645513,0,1,0,0
155.35999999999967,53,2.22,0.0,-9.71,4.99936,0,1,0,0
155.8689999999997,53,2.24,0.0,-9.34,340.0147,0,0,0,1
156.3729999999996,53,2.24,0.0,-9.33,341.4566,0,0,0,1
156.8859999999995,53,2.19,0.0,-9.17,341.2591,0,0,0,1
157.39800000000014,53,2.18,0.0,-8.71,344.0812,0,0,1,0
157.89800000000014,53,2.13,0.0,-7.88,347.4298,0,0,0,0
158.39899999999943,53,2.09,0.0,-7.62,346.363,0,0,0,0
158.91100000000006,53,2.01,0.0,-7.06,348.4904,0,0,0,0
159.42399999999998,53,1.98,0.0,-6.31,348.28,0,0,0,0
159.92399999999998,53,2.0,0.0,-6.25,342.321,0,0,0,0
160.42699999999968,53,1.94,0.0,-5.31,343.8825,0,0,0,0
160.9359999999997,53,1.9,0.0,-5.26,343.9703,0,0,0,0
161.4359999999997,53,1.97,0.0,-4.56,344.5854,0,0,0,0
161.9359999999997,53,1.95,0.0,-4.23,343.3378,0,0,0,0
162.4359999999997,53,2.02,0.0,-3.21,344.4445,0,0,0,0
162.94899999999961,53,2.02,0.0,-3.21,341.6528,0,0,0,0
